Date, Prices, Generation forecast, System load forecast,
2014/3/16 13:00,11.07,54677,51100,55.922
2014/3/16 14:00,9.33,51865,45300,58.136
2014/3/16 15:00,3.07,49660,42500,58.964
2014/3/16 16:00,5.41,49159,40600,59.522
2014/3/16 17:00,9.43,52295,39700,58.208
2014/3/16 18:00,22.78,57617,42100,55.742
2014/3/16 19:00,52,65016,49500,52.952
2014/3/16 20:00,49,64317,53600,50.45
2014/3/16 21:00,21.31,61436,51200,49.73
2014/3/16 22:00,20.51,61004,49100,49.388
2014/3/16 23:00,28.62,62781,53000,48.434
2014/3/17 0:00,29.73,60888,52000,47.354
2014/3/17 1:00,26.33,57985,47600,46.598
2014/3/17 2:00,23.93,57578,48100,45.536
2014/3/17 3:00,20.73,56176,45200,44.636
2014/3/17 4:00,21.96,55843,43300,43.718
2014/3/17 5:00,26.41,58353,44800,43.16
2014/3/17 6:00,42,63826,49900,43.484
2014/3/17 7:00,50.81,67016,56100,44.204
2014/3/17 8:00,49,68941,59300,45.608
2014/3/17 9:00,56.84,69446,60200,46.958
2014/3/17 10:00,59.16,69515,60200,49.28
2014/3/17 11:00,65.27,68697,59700,50.738
2014/3/17 12:00,50,68402,59700,51.548
2014/3/17 13:00,50,68185,60200,52.178
2014/3/17 14:00,49.96,66591,57300,52.61
2014/3/17 15:00,49.08,64617,54800,53.384
2014/3/17 16:00,51.87,63399,53000,53.636
2014/3/17 17:00,67.78,63255,51600,53.654
2014/3/17 18:00,47.44,65675,53100,52.916
2014/3/17 19:00,69.94,69918,59700,52.376
2014/3/17 20:00,54.86,67564,61000,51.962
2014/3/17 21:00,44,65070,56400,50.864
2014/3/17 22:00,45,64403,53300,49.64
2014/3/17 23:00,44.25,64762,56800,48.596
2014/3/18 0:00,31.57,62753,54800,48.236
2014/3/18 1:00,32.18,61172,50400,47.984
2014/3/18 2:00,29.99,60629,51400,47.516
2014/3/18 3:00,24.07,58888,48300,47.174
2014/3/18 4:00,24.89,58685,46400,46.922
2014/3/18 5:00,28.06,60332,47700,46.724
2014/3/18 6:00,40.44,64279,52000,46.688
2014/3/18 7:00,49.49,67424,58000,46.868
2014/3/18 8:00,50.12,69508,61400,46.976
2014/3/18 9:00,63.77,69955,62200,47.498
2014/3/18 10:00,55,69831,61800,48.272
2014/3/18 11:00,61.99,69909,61200,48.542
2014/3/18 12:00,58.13,69811,61200,48.704
2014/3/18 13:00,52.24,69822,61700,48.614
2014/3/18 14:00,45.13,69104,59000,48.434
2014/3/18 15:00,42,67084,57100,48.182
2014/3/18 16:00,41.36,66672,55800,49.91
2014/3/18 17:00,42.44,66918,54300,50.09
2014/3/18 18:00,39.68,67954,55900,50.18
2014/3/18 19:00,46.28,71807,61900,49.208
2014/3/18 20:00,41.55,69685,62600,49.262
2014/3/18 21:00,39,67373,57800,49.424
2014/3/18 22:00,32.73,65489,54500,49.496
2014/3/18 23:00,30.33,65368,57700,48.704
2014/3/19 0:00,22.2,63614,55800,49.37
2014/3/19 1:00,22.46,59444,51200,50.234
2014/3/19 2:00,14.3,57831,51200,50.18
2014/3/19 3:00,22.46,56365,47900,49.496
2014/3/19 4:00,29.66,55527,46100,48.434
2014/3/19 5:00,27.44,57648,47300,46.202
2014/3/19 6:00,42.36,63858,51400,45.032
2014/3/19 7:00,49.79,67716,57300,45.176
2014/3/19 8:00,47.99,68899,60500,46.256
2014/3/19 9:00,48,69833,61900,48.434
2014/3/19 10:00,39.01,69799,61700,51.008
2014/3/19 11:00,34.72,69530,61100,54.392
2014/3/19 12:00,33.41,69435,60900,56.012
2014/3/19 13:00,32.59,69581,61300,56.696
2014/3/19 14:00,31.48,68149,58100,57.092
2014/3/19 15:00,28.19,66082,56000,57.65
2014/3/19 16:00,42.44,64970,54400,57.398
2014/3/19 17:00,47.59,64096,52700,56.48
2014/3/19 18:00,42.44,65793,54300,55.67
2014/3/19 19:00,54.97,69793,60700,54.428
2014/3/19 20:00,49,68794,61800,53.798
2014/3/19 21:00,45,66478,57300,53.15
2014/3/19 22:00,44,65572,54100,52.286
2014/3/19 23:00,41.93,66401,57500,51.26
2014/3/20 0:00,26.47,64131,55900,50.324
2014/3/20 1:00,26.72,60841,51300,48.848
2014/3/20 2:00,24.54,60236,51300,47.822
2014/3/20 3:00,17.18,58435,48200,47.804
2014/3/20 4:00,18.05,58229,46300,47.444
2014/3/20 5:00,24.57,60552,47500,46.544
2014/3/20 6:00,37.54,65133,51700,46.076
2014/3/20 7:00,46.15,68743,57400,47.84
2014/3/20 8:00,41.33,69435,60000,51.566
2014/3/20 9:00,35.3,69361,60700,57.092
2014/3/20 10:00,31.3,68286,59700,60.656
2014/3/20 11:00,29.01,68155,58600,63.248
2014/3/20 12:00,26.8,66488,58600,66.236
2014/3/20 13:00,26.56,66299,59100,69.026
2014/3/20 14:00,25.76,65323,56700,68.864
2014/3/20 15:00,26.52,64817,54700,67.964
2014/3/20 16:00,26.84,65023,53600,66.578
2014/3/20 17:00,28.95,65398,52200,65.624
2014/3/20 18:00,36.94,67466,53600,63.644
2014/3/20 19:00,45.07,70327,59000,62.24
2014/3/20 20:00,32,67936,60100,61.646
2014/3/20 21:00,27.84,64475,55300,60.422
2014/3/20 22:00,31.24,63558,51700,59.468
2014/3/20 23:00,30.47,63810,55200,59.126
2014/3/21 0:00,21.24,62102,53200,57.83
2014/3/21 1:00,12.08,59041,48600,56.66
2014/3/21 2:00,11.32,57659,48500,55.22
2014/3/21 3:00,10.25,55729,45400,53.978
2014/3/21 4:00,10.65,56038,43500,53.582
2014/3/21 5:00,18.63,59407,44500,52.898
2014/3/21 6:00,29.62,62669,48700,52.196
2014/3/21 7:00,40,66764,54200,50.792
2014/3/21 8:00,39.18,68126,57500,48.326
2014/3/21 9:00,38.33,69029,59200,47.732
2014/3/21 10:00,44.54,69294,59400,47.876
2014/3/21 11:00,63.62,69547,59400,44.978
2014/3/21 12:00,57.66,69553,59800,44.06
2014/3/21 13:00,55.89,69121,61100,45.284
2014/3/21 14:00,45,68020,57900,48.686
2014/3/21 15:00,39.96,66270,55500,49.586
2014/3/21 16:00,39.94,65167,53900,50.846
2014/3/21 17:00,38.93,65525,52500,50.594
2014/3/21 18:00,42.43,67320,54200,48.398
2014/3/21 19:00,55,70642,59100,45.41
2014/3/21 20:00,47.39,68664,60800,42.98
2014/3/21 21:00,43.08,65671,56300,41.09
2014/3/21 22:00,43.08,64464,53100,40.928
2014/3/21 23:00,36.5,63438,56600,43.088
2014/3/22 0:00,33.94,61394,55300,43.97
2014/3/22 1:00,28.54,57597,49900,44.402
2014/3/22 2:00,24.08,57056,49100,43.88
2014/3/22 3:00,19.07,55347,45700,44.024
2014/3/22 4:00,13.66,54812,43300,44.006
2014/3/22 5:00,17.92,54607,42800,43.448
2014/3/22 6:00,22.76,55591,45000,43.106
2014/3/22 7:00,24.31,55883,45700,43.952
2014/3/22 8:00,29.83,57480,47400,45.014
2014/3/22 9:00,32.37,61193,50700,44.33
2014/3/22 10:00,32.33,62044,52900,44.582
2014/3/22 11:00,32.48,61773,53300,44.33
2014/3/22 12:00,31.22,61836,54900,47.372
2014/3/22 13:00,27.59,60585,56900,47.732
2014/3/22 14:00,27.84,58578,52600,43.664
2014/3/22 15:00,26.45,58157,50700,46.688
2014/3/22 16:00,27.99,58529,49300,47.408
2014/3/22 17:00,31.39,59906,48400,47.768
2014/3/22 18:00,38.04,62604,50700,46.49
2014/3/22 19:00,45.01,64603,55900,44.888
2014/3/22 20:00,36.93,63574,59400,42.692
2014/3/22 21:00,31.7,61840,55000,40.892
2014/3/22 22:00,30.99,61099,52400,39.434
2014/3/22 23:00,24.69,61311,56800,39.524
2014/3/23 0:00,22.91,60268,56800,40.352
2014/3/23 1:00,20.54,58112,52400,40.316
2014/3/23 2:00,20.14,56498,52100,40.316
2014/3/23 3:00,20.59,55333,48600,39.326
2014/3/23 4:00,17.65,53944,46100,38.894
2014/3/23 5:00,19.82,54133,45300,38.534
2014/3/23 6:00,17.05,54013,46700,38.192
2014/3/23 7:00,16.07,54514,46400,38.894
2014/3/23 8:00,21.36,55732,47200,39.974
2014/3/23 9:00,24.42,57496,50200,40.514
2014/3/23 10:00,26.9,58743,52400,41.99
2014/3/23 11:00,30.58,59762,53400,43.862
2014/3/23 12:00,29.26,60772,54700,46.94
2014/3/23 13:00,24.04,59177,56700,48.758
2014/3/23 14:00,23.46,57915,51200,49.928
2014/3/23 15:00,18.55,57121,48800,49.334
2014/3/23 16:00,17.34,57084,47100,47.75
2014/3/23 17:00,19.29,58316,46300,43.088
2014/3/23 18:00,40,60865,49200,39.992
2014/3/23 19:00,45.12,63810,55700,38.912
2014/3/23 20:00,42,63640,61200,38.768
2014/3/23 21:00,37.1,62632,58100,39.002
2014/3/23 22:00,40.51,61654,55400,38.57
2014/3/23 23:00,35.55,62593,59500,37.922
2014/3/24 0:00,32.64,59541,58100,37.382
2014/3/24 1:00,30,57258,54100,37.706
2014/3/24 2:00,27.8,56509,54600,37.382
2014/3/24 3:00,25.08,55095,51700,37.49
2014/3/24 4:00,25.3,55283,49900,37.418
2014/3/24 5:00,28.82,56799,51800,36.338
2014/3/24 6:00,40.58,62122,56700,35.996
2014/3/24 7:00,57.32,64503,63200,37.454
2014/3/24 8:00,57.52,65779,66600,40.172
2014/3/24 9:00,54.94,66972,68000,41.99
2014/3/24 10:00,42.91,67383,67700,44.294
2014/3/24 11:00,42.6,67405,66600,45.338
2014/3/24 12:00,43.18,67053,66400,46.382
2014/3/24 13:00,44.64,66379,66500,47.732
2014/3/24 14:00,43.91,65311,63600,48.092
2014/3/24 15:00,41.46,63721,61400,50.252
2014/3/24 16:00,40.91,63415,59900,50.63
2014/3/24 17:00,40.93,63954,58600,49.892
2014/3/24 18:00,47.23,64694,60400,48.236
2014/3/24 19:00,96.69,67399,66500,44.69
2014/3/24 20:00,48.73,67280,69000,41.486
2014/3/24 21:00,41.12,64884,63500,39.2
2014/3/24 22:00,44.62,63693,59800,39.002
2014/3/24 23:00,41.69,64598,63500,38.786
2014/3/25 0:00,37.3,62144,60300,37.958
2014/3/25 1:00,36.95,60386,55700,37.634
2014/3/25 2:00,33.3,59768,57500,35.222
2014/3/25 3:00,30.65,58568,54400,34.826
2014/3/25 4:00,31,57710,52600,35.006
2014/3/25 5:00,35.52,59457,53900,34.988
2014/3/25 6:00,42.44,63764,58000,33.44
2014/3/25 7:00,45,66622,63600,34.772
2014/3/25 8:00,49.47,67950,67000,39.938
2014/3/25 9:00,49.99,68520,68400,44.69
2014/3/25 10:00,51.15,69105,68000,47.444
2014/3/25 11:00,45.85,68973,67200,48.614
2014/3/25 12:00,45.62,68496,67400,48.47
2014/3/25 13:00,42.97,67861,67400,49.874
2014/3/25 14:00,42.92,67106,64600,50.486
2014/3/25 15:00,39.82,65509,62100,49.892
2014/3/25 16:00,40.1,64646,60900,50.396
2014/3/25 17:00,44.07,64497,59900,49.856
2014/3/25 18:00,49.08,65965,61600,47.93
2014/3/25 19:00,81.94,68596,66900,44.798
2014/3/25 20:00,48.12,68322,68800,43.016
2014/3/25 21:00,43.42,64827,63500,42.854
2014/3/25 22:00,42.8,63678,60000,43.628
2014/3/25 23:00,46.99,64449,63800,42.854
2014/3/26 0:00,39.53,62049,61000,41.306
2014/3/26 1:00,41.02,60246,56400,40.028
2014/3/26 2:00,40.42,59387,58200,38.966
2014/3/26 3:00,32.22,57916,55000,37.85
2014/3/26 4:00,31.13,57272,53300,37.112
2014/3/26 5:00,34.68,59035,54600,36.248
2014/3/26 6:00,44.49,62958,58800,35.87
2014/3/26 7:00,48.93,65890,63400,36.626
2014/3/26 8:00,52.06,67796,66100,39.326
2014/3/26 9:00,52.07,68432,67800,42.35
2014/3/26 10:00,54.01,68203,67500,44.618
2014/3/26 11:00,48.32,68236,66400,45.878
2014/3/26 12:00,47,68042,66300,47.066
2014/3/26 13:00,43.52,67768,66700,48.2
2014/3/26 14:00,41.95,66474,63500,49.46
2014/3/26 15:00,41.09,65040,61500,47.966
2014/3/26 16:00,40.24,64430,60400,44.924
2014/3/26 17:00,42.24,64494,59200,44.744
2014/3/26 18:00,48.68,65634,61000,43.772
2014/3/26 19:00,86.74,68757,66400,42.638
2014/3/26 20:00,46.5,67757,69100,40.91
2014/3/26 21:00,42.37,65158,64200,40.208
2014/3/26 22:00,43.59,63464,60700,38.624
2014/3/26 23:00,42.44,64026,64500,36.914
2014/3/27 0:00,41.11,62811,62300,35.924
2014/3/27 1:00,42.44,60415,57700,35.42
2014/3/27 2:00,38.41,59881,59400,34.646
2014/3/27 3:00,35.02,59227,56200,34.934
2014/3/27 4:00,34.24,58545,54700,34.304
2014/3/27 5:00,38.08,60055,55900,34.916
2014/3/27 6:00,46.51,63958,60200,35.348
2014/3/27 7:00,51.57,66871,65000,36.41
2014/3/27 8:00,59.9,68552,67400,38.336
2014/3/27 9:00,52.44,69802,67900,40.406
2014/3/27 10:00,51.19,69965,67700,42.908
2014/3/27 11:00,50.58,69235,66700,45.23
2014/3/27 12:00,48.79,68507,66700,47.336
2014/3/27 13:00,49.4,67807,66500,49.244
2014/3/27 14:00,46.77,66882,63700,49.586
2014/3/27 15:00,43.27,65151,61400,49.316
2014/3/27 16:00,42.07,64473,59900,49.766
2014/3/27 17:00,44.45,65038,58700,50.126
2014/3/27 18:00,50,66066,60300,48.902
2014/3/27 19:00,81.51,69583,65200,45.446
2014/3/27 20:00,62.32,68939,67700,44.366
2014/3/27 21:00,46.92,67145,63200,44.942
2014/3/27 22:00,48.57,65473,59800,44.6
2014/3/27 23:00,45.4,65416,63600,44.456
2014/3/28 0:00,40.77,62502,61300,43.898
2014/3/28 1:00,41.97,59963,57100,43.088
2014/3/28 2:00,41.04,59949,58800,42.098
2014/3/28 3:00,37.01,59096,55600,41.306
2014/3/28 4:00,35.1,58473,54000,40.838
2014/3/28 5:00,40.21,59986,55000,41.162
2014/3/28 6:00,45.87,62452,59200,40.694
2014/3/28 7:00,51.76,65426,64900,40.91
2014/3/28 8:00,58.1,67512,68100,43.322
2014/3/28 9:00,57.39,68490,68500,48.704
2014/3/28 10:00,47.4,67634,67400,52.25
2014/3/28 11:00,45,66940,65500,55.4
2014/3/28 12:00,42.06,66144,64600,57.272
2014/3/28 13:00,40.59,65326,64200,59.522
2014/3/28 14:00,40.81,64976,60200,61.052
2014/3/28 15:00,39.99,62987,57200,62.186
2014/3/28 16:00,40,62491,55400,62.15
2014/3/28 17:00,43,62689,54000,61.16
2014/3/28 18:00,44.29,64226,55800,59.828
2014/3/28 19:00,70,67789,60400,55.562
2014/3/28 20:00,45,66638,63500,54.572
2014/3/28 21:00,42.44,65044,59400,51.674
2014/3/28 22:00,42.44,63815,56600,48.974
2014/3/28 23:00,40.06,64514,60400,47.372
2014/3/29 0:00,43.99,62466,57900,46.868
2014/3/29 1:00,32.81,60128,53500,45.536
2014/3/29 2:00,31.02,58389,53100,44.906
2014/3/29 3:00,31.11,55626,49700,48.884
2014/3/29 4:00,32,55266,47600,49.19
2014/3/29 5:00,31.32,55879,47100,48.956
2014/3/29 6:00,36.89,56874,49300,48.776
2014/3/29 7:00,39.94,57598,50400,49.406
2014/3/29 8:00,43,59193,52000,52.736
2014/3/29 9:00,47.44,60800,53800,56.228
2014/3/29 10:00,45.62,60734,53800,60.836
2014/3/29 11:00,42.62,59386,51900,64.508
2014/3/29 12:00,40,59739,51700,66.074
2014/3/29 13:00,38,58715,52400,68.126
2014/3/29 14:00,34.99,57365,47400,68.504
2014/3/29 15:00,34.96,57140,44700,68.504
2014/3/29 16:00,39.96,56709,43000,68.432
2014/3/29 17:00,43,56986,41700,67.424
2014/3/29 18:00,43,59684,43700,64.418
2014/3/29 19:00,46.17,62627,48400,59.81
2014/3/29 20:00,54.96,63295,52600,56.066
2014/3/29 21:00,46,59808,49600,53.726
2014/3/29 22:00,44.94,59293,47900,53.69
2014/3/29 23:00,40.56,59330,52300,56.66
2014/3/30 0:00,44,57901,52000,55.706
2014/3/30 1:00,34.94,55485,47600,54.626
2014/3/30 2:00,34.94,55495,47300,54.194
2014/3/30 3:00,29.49,55381,47800,54.41
2014/3/30 4:00,29.49,53979,43800,54.338
2014/3/30 5:00,30.7,52342,41200,53.744
2014/3/30 6:00,35.04,52335,41100,53.438
2014/3/30 7:00,35.04,52739,42100,53.888
2014/3/30 8:00,39.33,52774,41900,58.046
2014/3/30 9:00,40,54243,43700,62.438
2014/3/30 10:00,41,55593,45100,65.588
2014/3/30 11:00,38.83,55790,45500,67.424
2014/3/30 12:00,37.44,57329,46200,67.262
2014/3/30 13:00,36.99,53641,48400,68.504
2014/3/30 14:00,32.44,50125,42700,69.476
2014/3/30 15:00,30.81,49001,40100,69.71
2014/3/30 16:00,31.8,49357,38100,68.972
2014/3/30 17:00,39.96,49417,36800,67.694
2014/3/30 18:00,39.96,50679,38600,64.58
2014/3/30 19:00,45,54925,42100,61.79
2014/3/30 20:00,69.97,58486,46000,60.836
2014/3/30 21:00,59.94,57925,48800,59.972
2014/3/30 22:00,55,57468,46500,58.496
2014/3/30 23:00,42.44,59277,50300,57.56
2014/3/31 0:00,30.91,54202,48900,56.624
2014/3/31 1:00,32.46,52289,44700,55.4
2014/3/31 2:00,31.28,52549,45000,55.724
2014/3/31 3:00,32.2,52232,41600,54.374
2014/3/31 4:00,35.77,52081,40100,53.114
2014/3/31 5:00,28.14,53255,41500,51.656
2014/3/31 6:00,40.69,58116,45100,51.026
2014/3/31 7:00,69.53,62978,52700,53.258
2014/3/31 8:00,55.47,64762,56500,57.02
2014/3/31 9:00,56.01,65860,57300,61.448
2014/3/31 10:00,48.33,65994,56900,65.354
2014/3/31 11:00,46.08,65985,56300,68.576
2014/3/31 12:00,46.7,65919,55700,70.592
2014/3/31 13:00,43.73,65454,56200,71.258
2014/3/31 14:00,41.79,64304,53600,70.988
2014/3/31 15:00,40,62286,51400,70.448
2014/3/31 16:00,42.22,60919,49600,70.286
2014/3/31 17:00,43.22,60125,48000,69.548
2014/3/31 18:00,40.47,61417,48400,66.848
2014/3/31 19:00,48.47,63162,50600,62.906
2014/3/31 20:00,54.61,64510,52100,60.512
2014/3/31 21:00,50,64377,53300,59.036
2014/3/31 22:00,44.94,61690,50100,57.524
2014/3/31 23:00,44,61360,53400,58.982
2014/4/1 0:00,54.48,58595,52400,56.246
2014/4/1 1:00,43.64,56599,47800,54.284
2014/4/1 2:00,41.06,55648,47700,53.024
2014/4/1 3:00,40.5,54861,44100,52.196
2014/4/1 4:00,36.26,54395,42200,51.188
2014/4/1 5:00,44.94,55838,43200,50.414
2014/4/1 6:00,48,59537,46600,51.134
2014/4/1 7:00,57.44,63637,54300,52.736
2014/4/1 8:00,62.19,64737,57500,55.04
2014/4/1 9:00,57.89,65224,58400,58.136
2014/4/1 10:00,47.29,64577,58100,59.576
2014/4/1 11:00,46.64,63857,57200,63.23
2014/4/1 12:00,37.77,63221,57200,65.48
2014/4/1 13:00,40,62468,57400,66.848
2014/4/1 14:00,39.96,61573,54900,67.874
2014/4/1 15:00,38.76,60588,53000,67.91
2014/4/1 16:00,39.96,60232,51300,67.64
2014/4/1 17:00,42.11,60168,49500,67.172
2014/4/1 18:00,73.81,61056,49500,65.426
2014/4/1 19:00,50.12,62962,51600,61.61
2014/4/1 20:00,45,62666,52300,58.424
2014/4/1 21:00,47,61833,53500,57.236
2014/4/1 22:00,120,60349,50000,55.4
2014/4/1 23:00,120,59657,53400,53.978
2014/4/2 0:00,65,58287,52500,52.826
2014/4/2 1:00,37.69,56033,47500,52.124
2014/4/2 2:00,37.53,56125,47600,51.692
2014/4/2 3:00,37.53,55661,44200,51.008
2014/4/2 4:00,37.75,55173,42300,50.36
2014/4/2 5:00,36.93,56721,43000,49.55
2014/4/2 6:00,44,61082,46600,50.36
2014/4/2 7:00,49.22,64966,53400,53.222
2014/4/2 8:00,62.17,65487,56300,58.802
2014/4/2 9:00,54.35,65324,57500,61.412
2014/4/2 10:00,48,65304,56900,64.508
2014/4/2 11:00,45,65030,55900,66.344
2014/4/2 12:00,45,65026,56100,67.298
2014/4/2 13:00,44,64574,55800,68.018
2014/4/2 14:00,42.12,63624,52900,70.214
2014/4/2 15:00,41.19,62331,51400,70.052
2014/4/2 16:00,44,61208,49600,69.242
2014/4/2 17:00,47.44,60950,47500,69.35
2014/4/2 18:00,46,62025,47800,67.802
2014/4/2 19:00,52.92,63970,50300,63.968
2014/4/2 20:00,58.31,64651,51700,60.458
2014/4/2 21:00,53.12,63634,52600,58.658
2014/4/2 22:00,44.94,61995,49500,57.29
2014/4/2 23:00,40.98,60597,52900,57.704
2014/4/3 0:00,34.99,57770,51600,59.432
2014/4/3 1:00,31.27,55482,46600,59.702
2014/4/3 2:00,31.27,55090,46400,57.776
2014/4/3 3:00,32.81,54367,43100,55.652
2014/4/3 4:00,28.3,54129,41400,55.706
2014/4/3 5:00,29.55,55226,41200,54.23
2014/4/3 6:00,38.64,59573,45600,53.402
2014/4/3 7:00,55.5,63382,52500,55.382
2014/4/3 8:00,52.09,64387,55600,59
2014/4/3 9:00,49.94,64415,56000,61.952
2014/4/3 10:00,50,63625,56300,64.742
2014/4/3 11:00,51,63331,55900,66.56
2014/4/3 12:00,47.44,63868,56600,67.46
2014/4/3 13:00,47,63470,57100,67.37
2014/4/3 14:00,44.94,62491,54700,68.396
2014/4/3 15:00,44.42,60987,53100,67.964
2014/4/3 16:00,45,59986,51800,66.326
2014/4/3 17:00,50,59789,50500,65.57
2014/4/3 18:00,69.97,60998,50200,63.464
2014/4/3 19:00,44.94,63119,52600,62.024
2014/4/3 20:00,50,63058,52900,61.232
2014/4/3 21:00,47.44,61725,53900,60.566
2014/4/3 22:00,63.41,59386,50700,60.026
2014/4/3 23:00,64.08,59001,53900,59.144
2014/4/4 0:00,37.23,58612,52600,58.55
2014/4/4 1:00,34.37,56715,47600,58.046
2014/4/4 2:00,34.24,55874,47100,57.11
2014/4/4 3:00,30.51,54990,44000,56.39
2014/4/4 4:00,30.51,54241,42300,55.562
2014/4/4 5:00,31.4,55596,42300,54.806
2014/4/4 6:00,37.77,59759,46400,54.23
2014/4/4 7:00,46.07,63900,52500,54.248
2014/4/4 8:00,51.91,64909,55900,54.626
2014/4/4 9:00,56.15,66009,57400,54.806
2014/4/4 10:00,63.46,66044,57600,55.364
2014/4/4 11:00,120,66734,57000,55.76
2014/4/4 12:00,58.9,66005,57500,56.426
2014/4/4 13:00,47.44,65144,58500,57.272
2014/4/4 14:00,44.94,64200,55200,57.29
2014/4/4 15:00,40,62712,53300,57.092
2014/4/4 16:00,40,61476,51500,56.75
2014/4/4 17:00,40,61942,49200,56.426
2014/4/4 18:00,39.94,62713,49600,55.94
2014/4/4 19:00,40.99,63588,52000,55.292
2014/4/4 20:00,41.76,63661,52100,54.932
2014/4/4 21:00,38.72,63364,53500,54.284
2014/4/4 22:00,65.37,62253,51000,53.024
2014/4/4 23:00,43,62278,54200,52.07
2014/4/5 0:00,34.3,59946,53200,51.512
2014/4/5 1:00,37.84,56750,48000,50.918
2014/4/5 2:00,34,55015,47100,50.054
2014/4/5 3:00,34,54368,43800,49.118
2014/4/5 4:00,30.74,53590,41500,48.668
2014/4/5 5:00,30.74,54060,40700,48.056
2014/4/5 6:00,29.5,54974,42500,47.498
2014/4/5 7:00,34.44,56108,44700,47.534
2014/4/5 8:00,43.18,57663,45400,48.182
2014/4/5 9:00,46,59186,49400,49.514
2014/4/5 10:00,45,59817,50700,52.106
2014/4/5 11:00,47.44,59309,50200,55.598
2014/4/5 12:00,42.8,59684,51200,57.56
2014/4/5 13:00,35.87,59144,52900,59.576
2014/4/5 14:00,34.44,57647,48600,61.25
2014/4/5 15:00,34.44,57049,46900,62.258
2014/4/5 16:00,33.61,57067,45300,62.744
2014/4/5 17:00,35,57175,43400,62.186
2014/4/5 18:00,42.44,58688,43900,61.034
2014/4/5 19:00,42.44,59233,46300,57.38
2014/4/5 20:00,49.99,59742,48500,53.69
2014/4/5 21:00,47.44,59662,49500,52.07
2014/4/5 22:00,42,58634,47200,52.25
2014/4/5 23:00,44.01,60007,51400,51.368
2014/4/6 0:00,35.16,57447,51200,49.802
2014/4/6 1:00,42.16,55967,46600,49.154
2014/4/6 2:00,34.94,55213,46000,49.802
2014/4/6 3:00,34.21,52338,42400,48.92
2014/4/6 4:00,31.5,51120,40200,48.65
2014/4/6 5:00,33.97,50879,39000,49.658
2014/4/6 6:00,24.25,51408,39700,50.072
2014/4/6 7:00,24.3,51804,39700,52.016
2014/4/6 8:00,25.31,52868,40200,56.624
2014/4/6 9:00,34.94,54856,43000,58.352
2014/4/6 10:00,38.99,56807,45000,60.458
2014/4/6 11:00,41.96,57915,45600,61.448
2014/4/6 12:00,47.44,58761,47200,62.33
2014/4/6 13:00,39.94,57169,49500,63.554
2014/4/6 14:00,35.15,54489,44000,63.338
2014/4/6 15:00,34.9,52468,41600,63.068
2014/4/6 16:00,34.94,51639,40100,63.59
2014/4/6 17:00,39.96,52091,38200,62.06
2014/4/6 18:00,42.17,53726,39300,59.63
2014/4/6 19:00,44.94,56840,42700,59.828
2014/4/6 20:00,59.94,58703,45600,59.468
2014/4/6 21:00,54.96,59694,47600,58.55
2014/4/6 22:00,48,59408,45800,58.154
2014/4/6 23:00,35.99,58830,49700,57.866
2014/4/7 0:00,29.88,56462,48700,57.668
2014/4/7 1:00,27.73,54723,44300,57.2
2014/4/7 2:00,28.85,54218,44300,56.966
2014/4/7 3:00,29.85,53617,41100,56.408
2014/4/7 4:00,29.75,52807,39600,56.282
2014/4/7 5:00,29.99,54270,41000,56.282
2014/4/7 6:00,41,57825,44700,56.192
2014/4/7 7:00,49.94,61443,51900,57.29
2014/4/7 8:00,53.05,63134,55300,58.568
2014/4/7 9:00,51.06,64330,56400,60.386
2014/4/7 10:00,47.45,64937,56200,63.086
2014/4/7 11:00,44.61,65291,55800,66.722
2014/4/7 12:00,38.94,64477,56000,68.162
2014/4/7 13:00,37.09,64065,56800,69.71
2014/4/7 14:00,36.16,63449,54400,69.908
2014/4/7 15:00,36.26,62806,52600,69.674
2014/4/7 16:00,36.31,62386,51200,69.188
2014/4/7 17:00,39.12,62447,49400,67.928
2014/4/7 18:00,45.31,63521,49600,67.226
2014/4/7 19:00,46.99,64948,51800,59.396
2014/4/7 20:00,48.75,64153,52500,56.552
2014/4/7 21:00,38.58,63664,52800,55.904
2014/4/7 22:00,34.86,62413,49700,56.318
2014/4/7 23:00,30.07,61960,52500,56.498
2014/4/8 0:00,28.01,58104,51000,56.372
2014/4/8 1:00,28.01,57054,45800,52.358
2014/4/8 2:00,21.92,55692,45600,50.9
2014/4/8 3:00,21.44,54593,41900,49.586
2014/4/8 4:00,22.69,54403,40400,47.354
2014/4/8 5:00,24.02,55706,41200,46.472
2014/4/8 6:00,31.84,58547,45000,47.03
2014/4/8 7:00,38.99,62674,52600,47.552
2014/4/8 8:00,43.96,63927,56200,48.362
2014/4/8 9:00,45.8,64919,57800,48.902
2014/4/8 10:00,48.41,65549,58500,50.522
2014/4/8 11:00,53.7,65871,58700,51.512
2014/4/8 12:00,43.88,65617,59700,51.53
2014/4/8 13:00,44.6,65808,60100,52.466
2014/4/8 14:00,45.32,65019,57800,51.908
2014/4/8 15:00,40.42,64379,55800,50.396
2014/4/8 16:00,39.94,63651,54000,49.658
2014/4/8 17:00,44.46,62717,52200,49.064
2014/4/8 18:00,39.94,62723,52600,49.388
2014/4/8 19:00,39.96,63371,54700,48.182
2014/4/8 20:00,66.56,63000,55200,47.606
2014/4/8 21:00,63.54,63024,56400,47.228
2014/4/8 22:00,65.06,61874,52700,45.824
2014/4/8 23:00,55,61752,55800,44.114
2014/4/9 0:00,41.06,58084,54200,43.502
2014/4/9 1:00,37.77,56090,49200,42.872
